GID_2,fips,RUCC_2013,rucc_grouped,pop_size,perc_african_american,perc_latino_hispanic,perc_unemployed,perc_graduated,perc_urban_pop,entropy_coloc,entropy_sci,extroversion_coloc,extroversion_sci,proximity_rep_coloc,proximity_dem_coloc,proximity_rep_sci,proximity_dem_sci,proximity_rep_comm,proximity_dem_comm,proximity_rep_res,proximity_dem_res,perc_nv_rep,perc_nv_dem,n_swing,n_swing_0820,segregation_off,segregation_on,segregation_res
USA.1.1_1,01001,2,1,58239.0,0.19694706296468,0.030477858479713,0.027295825771325,0.22199036,0.5932,0.2134367560569134,0.5035671301228288,0.5146,2.2835,0.6446,0.3214,0.5776,0.3351,0.5949,0.3876,0.599,0.261,0.7223,0.2578,0,0,0.6438520957325566,0.585781517398745,0.6647285738245653
USA.1.2_1,01003,3,1,227131.0,0.087592622759553,0.046818796201311,0.036684944843993,0.26071036,0.6241,0.2680547909075194,0.6884586680399891,0.4583,3.3864,0.6968,0.2482,0.6292,0.2906,0.7082,0.2709999999999999,0.6492,0.2098,0.7665,0.2112,0,0,0.7232493351905787,0.6543069024529378,0.7214177894560295
USA.1.3_1,01005,6,3,25259.0,0.474484342214656,0.046557662615305,0.086241861458,0.13349621,0.3408,0.190863738657132,0.354405535623276,0.5755,1.6431,0.5111,0.4705,0.5009,0.4579999999999999,0.5011,0.4901,0.3775,0.605,0.5125,0.4788,1,2,0.4649233886285931,0.44345407872219056,0.3485771789567843
USA.1.4_1,01007,1,1,22412.0,0.223228627520971,0.028288416919507,0.09706818930493,0.099240527,0.0,0.1922784243077518,0.2698608062512674,0.3581,0.5142,0.6852999999999999,0.2808,0.6575,0.2816,0.6757,0.3101,0.6475,0.2461,0.7589,0.227,0,0,0.6953273394960111,0.6809041642897888,0.7001733102253033
USA.1.5_1,01009,1,1,58884.0,0.012906731879628,0.095306025405883,0.060130010834236,0.1263345,0.0951,0.2830730027367094,0.4378263260471555,0.6756,1.1537,0.7901,0.1683,0.7524,0.1613,0.8242999999999999,0.1588,0.8185,0.085,0.8839,0.1011,0,0,0.8329112321134609,0.8343553907586994,0.8858388773969923
USA.1.6_1,01011,6,3,10386.0,0.689774696707106,0.085499711149624,0.029979674796748,0.10972187,0.0,0.0929883839840176,0.198032952010435,0.1249,0.3552,0.2627,0.7224999999999999,0.2917,0.6789999999999999,0.2791,0.7145,0.1566,0.8192,0.2418,0.7532,0,0,0.14809421299227554,0.1366942384483742,0.10532789176496893
USA.1.7_1,01013,6,3,19181.0,0.447943277201397,0.016057556957406,0.065432098765432,0.10806212,0.3057,0.1458068119971341,0.2593965925226452,0.2483,0.6498,0.5398000000000001,0.4352,0.515,0.4443999999999999,0.5402,0.452,0.4669,0.4611,0.5573,0.435,0,0,0.5054451057363556,0.46320593268682264,0.479007100128585
USA.1.8_1,01015,3,1,116425.0,0.214876529954907,0.039939875456302,0.069655860161439,0.1634185,0.6351,0.253098618270117,0.4949109374483594,0.7064,1.9175,0.6853,0.2748,0.6459,0.2677,0.7166,0.2654,0.6686,0.24,0.676,0.3032,0,0,0.6991262504748639,0.6825442099258414,0.71537988483256
USA.1.9_1,01017,6,3,34834.0,0.401245909169202,0.027157374978469,0.031535477412089,0.10888611,0.4926,0.1651842792433786,0.3319547446332304,0.3112,0.8408,0.5509999999999999,0.4209,0.5513,0.3896,0.585,0.3996,0.4597,0.5156,0.5527,0.4341,0,0,0.5215904773964796,0.5281660011409013,0.44451277464080063
USA.1.10_1,01019,6,3,24975.0,0.046726726726727,0.017697697697698,0.046998151211443,0.10722729,0.0,0.2318171684404026,0.2977778263493328,0.533,0.5902,0.773,0.1878999999999999,0.7545000000000001,0.1802,0.7980999999999999,0.1849,0.8026,0.143,0.8203,0.1646,0,0,0.8096745599594783,0.8223759269823161,0.8445239559456589
USA.1.11_1,01021,1,1,44857.0,0.088258242860646,0.079519361526629,0.063971638711043,0.12215477,0.1446,0.2387508985009741,0.3507412597663753,0.4685,0.7015,0.7354999999999999,0.2241,0.7089,0.2207,0.7408,0.2453,0.7744,0.154,0.8169,0.1706,0,0,0.7630112701025705,0.7609811751283514,0.822608598423436
USA.1.12_1,01023,9,4,12792.0,0.41307066916823,0.01078799249531,0.060531192093885,0.10668433,0.0,0.2185323839954047,0.2603715413183864,0.4891,0.6085,0.5392,0.4362999999999999,0.537,0.4269,0.5337999999999999,0.4586,0.4709,0.502,0.5531,0.44,0,0,0.5043687476256806,0.4913719338277239,0.458377592665064
USA.1.13_1,01025,7,3,23346.0,0.453739398612182,0.013963848196693,0.122171945701357,0.13354266,0.0,0.1716050711673076,0.302664659708093,0.3858,0.9495,0.5308,0.4466,0.509,0.4514,0.512,0.4812,0.4539,0.4915,0.5482,0.4454,0,0,0.4925288084082563,0.4539361095265259,0.45474366858612403
USA.1.14_1,01027,9,4,14184.0,0.13275521714608,0.031232374506486,0.060971408887358,0.096151501,0.0,0.1371676705029698,0.2474073218012605,0.2323,0.5138,0.7475,0.2236,0.7221,0.2275,0.7596999999999999,0.2263,0.6648,0.2459,0.7737,0.2119,0,0,0.7709256679751804,0.7655447803764974,0.7099569519762956
USA.1.15_1,01029,8,4,15046.0,0.025986973281935,0.026452213212814,0.044716793640278,0.085138939,0.0,0.237128587331556,0.2671862519800057,0.4936,0.5779,0.7957000000000001,0.1599,0.7922,0.1544,0.8340000000000001,0.1504,0.7749,0.1102,0.8686,0.1169,0,0,0.8417753577307838,0.867655447803765,0.8473751886845196
USA.1.16_1,01031,4,2,53043.0,0.169522839960032,0.080726957374206,0.047752577319588,0.22555889,0.5246999999999999,0.1979494898379256,0.4834858722276035,0.4643,1.9755,0.7282000000000001,0.2403,0.6589,0.2492,0.738,0.2441,0.617,0.2058,0.7543,0.2266,0,0,0.7481322021020641,0.7050057045065603,0.705652149605859
USA.1.17_1,01033,3,1,56789.0,0.163781718290514,0.030815827008752,0.037554719299593,0.16347194,0.597,0.1813836511240844,0.3941162481429928,0.4177,1.4537,0.6632,0.2991,0.6489,0.2689,0.6912,0.2883,0.5262,0.3951,0.6517,0.3279,0,0,0.6697480055717361,0.6838277239018825,0.5490579750656902
USA.1.18_1,01035,7,3,11778.0,0.480896586856852,0.001358464934624,0.046713615023474,0.095982991,0.0,0.1750074550553543,0.2474940065135082,0.3232,0.6527,0.5242,0.4426,0.5267,0.4314,0.5418999999999999,0.4501,0.4617,0.514,0.5144,0.4781,1,2,0.4908826136507534,0.4808185966913861,0.4465254095152904
USA.1.19_1,01037,8,4,10442.0,0.306837770542042,0.026240183872821,0.033186354142492,0.11157417,0.0,0.2045136076889893,0.348905753063907,0.4899,1.9807,0.6249,0.3426,0.6267,0.3127,0.6409,0.3473,0.5468,0.3429,0.6279,0.3606,0,0,0.6179561858933772,0.6367655447803765,0.5897579247498184
USA.1.20_1,01039,6,3,37490.0,0.123259535876234,0.018484929314484,0.070314419061656,0.13228455,0.3118,0.1782747221095763,0.3526653990438075,0.3325,0.8571,0.7654000000000001,0.2056,0.7137,0.224,0.793,0.195,0.7333,0.1936,0.8188,0.1701,0,0,0.793655818665316,0.7620507701083856,0.7774920333202885
USA.1.21_1,01041,8,4,13300.0,0.244962406015038,0.008345864661654,0.046767786204406,0.09997008,0.0,0.1730259171913842,0.2469469533722365,0.3553,0.5677,0.6658000000000001,0.3092999999999999,0.6465,0.3105,0.6713,0.3177,0.6433,0.2786,0.7098,0.2805,0,0,0.6649360516651894,0.6524529378208784,0.679655615810365
USA.1.22_1,01043,4,2,87129.0,0.011236212971571,0.045208828289089,0.043977292446516,0.13853914,0.244,0.2500441849845276,0.4379075988594259,0.5187,1.0487,0.8038,0.1505999999999999,0.7524,0.1586,0.8274999999999999,0.1535,0.8027,0.0933,0.8638,0.1178,0,0,0.8527921995694567,0.8362806617227609,0.8723654050427685
USA.1.23_1,01045,4,2,49443.0,0.207026272677629,0.068766053839775,0.071717915669306,0.17768152,0.4955,0.2464943794371228,0.5184328375728394,0.7736,3.0219,0.6983,0.2701,0.6214999999999999,0.2844,0.7093,0.2741,0.6166,0.2892,0.7219,0.2605,0,0,0.7103330378624795,0.6532373074729035,0.6588024822496785
USA.1.24_1,01047,4,2,39162.0,0.717098207445994,0.001327817782544,0.085169413071653,0.14476024,0.5514,0.1311789468255849,0.3047436754615839,0.2077,0.7252,0.3221,0.6577,0.3473,0.6106,0.3051999999999999,0.6886,0.2431,0.7252,0.3057,0.6882,0,0,0.22673167025452703,0.22511409013120354,0.20623916811091858
USA.1.25_1,01049,6,3,71554.0,0.015568661430528,0.151466025658943,0.042519181585678,0.10936511,0.11699999999999999,0.2447919484341774,0.4042233286444313,0.5434,1.2212,0.7747999999999999,0.1808,0.7341000000000001,0.1792,0.7961,0.1836,0.766,0.1249,0.8126,0.1682,0,0,0.8153096112447764,0.8085424985738734,0.8341812489517527
USA.1.26_1,01051,2,1,87146.0,0.208271177105088,0.03074151424047,0.046849757673667,0.20373544,0.2876,0.2910836808802746,0.505830152945159,1.0743,2.4006,0.615,0.3495,0.5705,0.3437,0.5739,0.4099,0.6143,0.2615,0.7385,0.2437,0,0,0.6073192351525896,0.5745864232743867,0.6730027394196902
USA.1.27_1,01053,6,3,36879.0,0.311911928197619,0.025109140703381,0.097605123920913,0.11105679,0.3472,0.1550738179295856,0.3223494499162129,0.3016,0.7866,0.629,0.3418,0.5931,0.3456,0.6429999999999999,0.3431999999999999,0.5645,0.3686,0.6586,0.3293,0,0,0.6210586298594403,0.589346833998859,0.5852854028065075
USA.1.28_1,01055,3,1,103468.0,0.155545675957784,0.042679862372908,0.061134995700774,0.15570724,0.5683,0.2219034510861916,0.4481218576492823,0.4489,1.2368,0.7106,0.2462,0.6726,0.2396,0.7308,0.2492,0.6397,0.2789,0.7201,0.2597,0,0,0.7332531341015576,0.7216200798630918,0.6774752613630011
USA.1.29_1,01057,6,3,16365.0,0.127467155514818,0.005438435685915,0.093304535637149,0.095884889,0.0,0.163524946962608,0.2786938244499036,0.3181,0.7756,0.7677,0.2042,0.7479,0.2017,0.7929,0.194,0.7266,0.2381,0.8024,0.1842,0,0,0.7959984804356085,0.8023388476896749,0.7488678928830995
USA.1.30_1,01059,6,3,32034.0,0.043734781794344,0.181838047074983,0.046222482264317,0.11616155,0.3095,0.1579282793216224,0.3551818606095703,0.2961,1.1208,0.7558999999999999,0.2112,0.7263000000000001,0.206,0.7862,0.1961,0.7113,0.1711,0.7688,0.2132,0,0,0.7840952260352032,0.7838705077010839,0.7777715659417455
USA.1.31_1,01061,3,1,26604.0,0.096150954743648,0.042625169147497,0.034432234432234,0.080226541,0.005600000000000001,0.2154642551777739,0.3656473486857947,0.5434,1.0835,0.7822,0.1911999999999999,0.7407,0.1922,0.8127,0.1731,0.7674,0.1482,0.8415,0.1456,0,0,0.8134101557553501,0.8039788933257273,0.8219377201319393
USA.1.32_1,01063,8,4,7851.0,0.791873646669214,0.025601834161253,0.099959200326397,0.10032849,0.0,0.1736056455140506,0.2007218770602116,0.2879,0.4511,0.2277,0.7396999999999999,0.2447,0.7290000000000001,0.248,0.7463,0.1201,0.8595,0.1685,0.8273,0,0,0.11504368747625682,0.06752709640616072,0.062391681109185415
USA.1.33_1,01065,3,1,14819.0,0.5897833861934,0.000742290302989,0.069053708439898,0.098670676,0.0,0.1759202263433704,0.2676998499059007,0.3708,0.7493,0.4001,0.5768,0.3863,0.5751,0.3818,0.6103000000000001,0.3085,0.6512,0.3895,0.6038,0,0,0.3273394960111435,0.27823730747290354,0.28417286297310895
USA.1.34_1,01067,3,1,17165.0,0.265948150305855,0.027381299155258,0.049353074563159,0.15416268,0.0,0.2236604120472244,0.3638351690904507,0.5831,1.3579,0.6581,0.317,0.6077,0.3405,0.6255000000000001,0.3634,0.6008,0.3118,0.6834,0.3053,0,0,0.655185513486134,0.6033941814033086,0.6373343769217867
USA.1.35_1,01069,3,1,106355.0,0.273010201683043,0.03477034460063,0.052057656152079,0.18677431,0.6568,0.2886961853072509,0.4939346322290741,1.1604,2.912,0.6812,0.2912,0.6157,0.3063,0.6619,0.3223,0.6151,0.2827,0.7081,0.2748,0,0,0.6861466379637837,0.6334854535082715,0.6615978084642478
USA.1.36_1,01071,6,3,52548.0,0.035396209180178,0.031399862982416,0.056955405533897,0.11945152,0.2469,0.2092533665322336,0.3687798639491716,0.391,0.9215,0.7459,0.209,0.7147,0.2042999999999999,0.7591,0.22,0.7601,0.1624,0.7755,0.2048,0,0,0.7791566417626947,0.7768111808328579,0.8099178174092917
USA.1.37_1,01073,1,1,672550.0,0.428732436250093,0.040504051743365,0.060844532086863,0.28971264,0.8793000000000001,0.4038414448949536,0.6720129770425336,1.7684,5.6559,0.5918,0.364,0.5452,0.3718,0.6407,0.3343,0.3803,0.5292,0.4448,0.5328,0,0,0.5834494111687982,0.5365088419851682,0.39251970704981276
USA.1.38_1,01075,8,4,13929.0,0.111206834661498,0.01026635077895,0.049376114081996,0.091274597,0.0,0.1889656569349412,0.2616282060667391,0.395,0.6234,0.7607999999999999,0.2139,0.7525,0.2038,0.7691,0.219,0.7653,0.1756,0.8182,0.1714,0,0,0.7854881600607826,0.8041215059897319,0.805445295465981
USA.1.39_1,01077,3,1,93342.0,0.099847871269096,0.028904458871676,0.038086093775004,0.21347624,0.47840000000000005,0.2228798660815807,0.453755374912409,0.616,1.9418,0.6856,0.2733,0.6534,0.2601,0.7147,0.262,0.6524,0.2462,0.689,0.2861,0,0,0.7002659237685196,0.6933114660581859,0.7028568233912897
USA.1.40_1,01079,3,1,33089.0,0.104354921575146,0.024086554444075,0.029690281238875,0.10559116,0.0001,0.2192000056040782,0.3078333284299167,0.5008,0.707,0.696,0.2617,0.6779000000000001,0.2531,0.7205,0.2612,0.6817,0.2571,0.7088,0.275,0,0,0.714195264024313,0.7157729606389047,0.7131436238609046
USA.1.41_1,01081,3,1,172223.0,0.223535764677192,0.038014667030536,0.042495965572889,0.33768472,0.7361,0.3142813472103158,0.5970119015023896,1.0399,4.264,0.5273,0.4326,0.517,0.3986,0.4864,0.4928,0.3659,0.3652,0.5888,0.3803,0,0,0.49917690262124853,0.49729035938391325,0.4761558673897244
USA.1.42_1,01083,2,1,101217.0,0.130985901577798,0.061817678848415,0.045146539181043,0.21240342,0.4899,0.2357614797128635,0.5226173059137095,0.4945,1.7704,0.6829000000000001,0.2633999999999999,0.6417,0.261,0.6896,0.2849,0.6414,0.2887,0.7122,0.2631,0,0,0.704824616943143,0.6843268682258985,0.6729468328953989
USA.1.43_1,01085,2,1,10334.0,0.748113024966131,0.001935359009096,0.088739746457867,0.1262159,0.0,0.2205303270148127,0.2408016763252118,0.4529,0.6583,0.3288,0.6373,0.3432,0.621,0.2677,0.7264,0.1953,0.7931,0.2547,0.7406,0,0,0.24389008484234517,0.21477467199087272,0.14155531950578631
USA.1.44_1,01087,6,3,19490.0,0.810312981015906,0.005284761416111,0.109008687373557,0.21686576,0.46090000000000003,0.1939988651305247,0.3335680707638669,0.3477,0.805,0.2326,0.7335,0.2896,0.6601,0.1849,0.8058,0.1035,0.8294,0.1538,0.8376,0,0,0.12207167278713432,0.14867370222475745,0.06993906188852239
USA.1.45_1,01089,2,1,382149.0,0.242818900481226,0.051835802265608,0.043347493885983,0.36884248,0.8290000000000001,0.2952555173160041,0.6900034857017792,0.82,4.9278,0.6113999999999999,0.3289,0.5791000000000001,0.3323,0.6391,0.3307,0.3774,0.4852,0.5534,0.4106,0,0,0.6180828162593389,0.5888476896748431,0.4154972885335719
USA.1.46_1,01091,7,3,19397.0,0.51255348765273,0.027530030417075,0.05370942812983,0.17990237,0.3223,0.1669797337208682,0.3213478351227205,0.3461,1.1155,0.4414,0.5386,0.4173,0.5418,0.4251,0.5674,0.3693,0.5497,0.4762,0.5162,0,0,0.3776750664809421,0.32408727895037076,0.37490915189802654
USA.1.47_1,01093,7,3,29392.0,0.039738704409363,0.026231627653783,0.059176809737348,0.087795861,0.0,0.2474168194420029,0.3333477515275607,0.6413,1.1519,0.8014,0.1608,0.7795,0.1607,0.8471,0.1373,0.8355,0.1116,0.8506,0.1339,0,0,0.844814486513866,0.8541072447233314,0.8804718510650194
USA.1.48_1,01095,4,2,97179.0,0.02914209860155,0.146646909311683,0.038977089076908,0.1437083,0.4635,0.2201700075870425,0.4789779673680607,0.4506,1.361,0.7782999999999999,0.1787,0.7203999999999999,0.1843999999999999,0.8105,0.1684,0.7688,0.1234,0.8191,0.1607,0,0,0.8188552614917056,0.7950656018254421,0.8365852294962823
USA.1.49_1,01097,2,1,414620.0,0.360643480777579,0.029709131252713,0.05728964250539,0.1940833,0.7759999999999999,0.2775767023096787,0.6179841144499308,0.7053,3.1458,0.5831999999999999,0.3754,0.5623,0.3523,0.6198,0.3629,0.4281,0.4183,0.5484,0.4338,0,0,0.5707863745726225,0.5626069594980034,0.4812433611002404
USA.1.50_1,01099,7,3,20115.0,0.42167536664181,0.003629132488193,0.118275209516085,0.11204164,0.2167,0.1389606659253193,0.2651726083526267,0.259,0.6685,0.5509999999999999,0.4259,0.5308,0.4274999999999999,0.547,0.4444,0.5032,0.4532,0.5587,0.4326,0,0,0.5184247182474356,0.48652310325156883,0.5037177838653771
USA.1.51_1,01101,2,1,229072.0,0.585008207026612,0.036630404414333,0.064205398336848,0.30478498,0.8764,0.2888444720209006,0.5185181500570766,1.0202,3.6526,0.4269,0.5402,0.4368,0.4952,0.4031,0.5797,0.2619,0.6354,0.3554,0.6278,0,0,0.3674813220210206,0.371220764403879,0.26695365349136246
USA.1.52_1,01103,3,1,122608.0,0.130701096176432,0.086535951977032,0.047193560968691,0.1871223,0.6156,0.2076352200076963,0.4957033277123486,0.4505,2.0854,0.7099,0.2460999999999999,0.6588,0.2468,0.7452,0.2336,0.6788,0.2099,0.7314,0.2467,0,0,0.7328732430036723,0.7066457501426127,0.737910214121988
USA.1.53_1,01105,8,4,8702.0,0.70133302689037,0.010112617789014,0.195009848982272,0.13166387,0.0,0.103030355352181,0.2146370644508694,0.1549,0.4642,0.2787,0.7037,0.3084,0.6601,0.2646,0.7288,0.1915,0.7929,0.2565,0.7371,0,0,0.17012789666962136,0.16207929264118642,0.13954268463129643
USA.1.54_1,01107,3,1,19240.0,0.401403326403326,0.051507276507277,0.069595593174795,0.11494197,0.0,0.1888184707177346,0.2801016149487585,0.3668,0.6429,0.5403,0.4364,0.5316000000000001,0.4291,0.5413,0.4497,0.4894,0.4756,0.561,0.4318,0,0,0.5050018994554895,0.48595265259555054,0.48347962207189576
USA.1.55_1,01109,6,3,33176.0,0.365173619483964,0.023661683144442,0.0442869174621,0.25556156,0.4382,0.163024032375087,0.4034093920230955,0.3,1.215,0.5743,0.3958,0.5616,0.3785,0.5744,0.4082,0.4225,0.4033,0.5763,0.4062,0,0,0.552235025959225,0.5434255561893896,0.4864985743836306
USA.1.56_1,01111,6,3,21984.0,0.185589519650655,0.029157569141194,0.039655172413793,0.12487124,0.0,0.1959722240487561,0.2977599764653612,0.3837,0.7039,0.7192,0.2505,0.6968,0.2531,0.7387,0.2483,0.6486,0.3052,0.7465,0.2412,0,0,0.7359756869697354,0.729249857387336,0.6677475261363001
USA.1.57_1,01113,2,1,58695.0,0.447124968055201,0.05739841553795,0.060234873230674,0.11957746,0.5965,0.2170320354477254,0.5588692401643989,0.5041,2.7004,0.4690999999999999,0.5017,0.4801,0.4381,0.4885,0.4928,0.3443,0.5798,0.4595,0.5264,0,0,0.4185766746865897,0.44281232173416996,0.3441046570134735
USA.1.58_1,01115,1,1,90412.0,0.09523072158563,0.025029863292483,0.048121870773319,0.14495531,0.3289,0.3029976703396294,0.5324874750700612,0.7571,1.9685,0.7335,0.2226999999999999,0.6802,0.229,0.7596,0.2234,0.6524,0.1838,0.8206,0.1615,0,0,0.7626313790046854,0.7345978322875071,0.7377424945491139
USA.1.59_1,01117,1,1,220780.0,0.125726968022466,0.058094030256364,0.032669384787182,0.39679483,0.7603,0.3230669665126482,0.6662613118456571,0.8994,5.3484,0.6765,0.2749999999999999,0.6117,0.3002,0.6907,0.2845,0.6297,0.2367,0.7283,0.2442,0,0,0.6934278840065848,0.6349828864803194,0.695477162184827
USA.1.60_1,01119,8,4,12482.0,0.712946643166159,0.012177535651338,0.069624283591594,0.13427892,0.0,0.1531103795425804,0.3130910539564301,0.2461,0.77,0.2809,0.6909,0.3334,0.6267,0.2822,0.7092,0.1856,0.7681,0.2421,0.7501,0,0,0.17962517411675316,0.203722190530519,0.15010901772236818
USA.1.61_1,01121,4,2,81850.0,0.322162492364081,0.024483811850947,0.079104223433243,0.12097263,0.4132,0.2621528658823147,0.4259034087823368,0.7722,1.4598,0.6322,0.3329999999999999,0.6089,0.3182,0.6119,0.3755,0.5195,0.3897,0.6055,0.3824,0,0,0.6286564518171458,0.6201511694238449,0.5483311902499022
USA.1.62_1,01123,6,3,41284.0,0.272793333979266,0.024610018409069,0.099262620533182,0.15572086,0.2159,0.2079581898384684,0.3248294129950391,0.5082,0.9699,0.6475000000000001,0.3233999999999999,0.6267999999999999,0.3177,0.6864,0.302,0.6364,0.3111,0.6893,0.2992,0,0,0.6444219323793847,0.6332715345122646,0.6576284452395594
USA.1.63_1,01125,3,1,223945.0,0.322463104780192,0.039482908749916,0.052525994321998,0.26493892,0.6890999999999999,0.3091937164109792,0.5450441781720229,1.1406,4.2972,0.5218,0.4435,0.4787,0.4446,0.5791999999999999,0.3983,0.4294,0.4061,0.5749,0.4032,0,0,0.48879321261238445,0.4371791215059897,0.48879074187957733
USA.1.64_1,01127,1,1,65194.0,0.05876307635672,0.026919655182992,0.06982416542284,0.094960697,0.20309999999999997,0.2492408491731448,0.392528119008794,0.5412,0.9219,0.7610999999999999,0.1982,0.7322,0.1862,0.8197,0.164,0.7829,0.1547,0.805,0.179,0,0,0.7956185893377231,0.8021962350256702,0.8269693073181641
USA.1.65_1,01129,8,4,15574.0,0.238089122897136,0.010594580711442,0.063807347512744,0.091865979,0.0,0.2313608845009115,0.2779796311691371,0.6313,0.7366,0.6479,0.3236,0.6335000000000001,0.3247,0.6973,0.2935,0.5962,0.3555,0.7011,0.2904,0,0,0.6445485627453463,0.6330576155162579,0.6103315256890479
USA.1.66_1,01131,9,4,10686.0,0.708497099008048,0.005427662361969,0.140355677154583,0.13182236,0.0,0.1443485447114456,0.2275916351627246,0.2454,0.5079,0.3198,0.6607999999999999,0.3452,0.6261,0.2838,0.7121999999999999,0.2145,0.7498,0.2837,0.7123,0,0,0.22331265037355957,0.21256417569880198,0.17649689718790185
USA.1.67_1,01133,6,3,23650.0,0.009175475687104,0.031712473572939,0.048533068125311,0.11445996,0.0,0.2066659072458034,0.3003619257725448,0.4393,0.7243,0.8341999999999999,0.1297,0.8038,0.1361,0.8831,0.1017,0.7825,0.0961,0.8842,0.101,0,0,0.8852728884386475,0.8889760410724472,0.85950690445575
USA.3.1_1,04001,6,3,66473.0,0.008514735306064,0.068223188362192,0.090308146038849,0.10242437,0.0,0.158643438156644,0.5555008790142963,0.3231,2.4979,0.3438,0.6013999999999999,0.4484,0.443,0.3491,0.607,0.2106,0.5261,0.3138,0.6471,0,0,0.2761175129796125,0.4167142042213348,0.2993794375803656
USA.3.2_1,04003,3,1,125092.0,0.038931346528955,0.357137147059764,0.065717735026092,0.21427867,0.6323,0.0658119114660628,0.7488618938898219,0.0663,2.6708,0.5715999999999999,0.3697,0.6132,0.3372,0.5805,0.3756,0.4839,0.3356,0.5831,0.3727,0,0,0.5670507787767506,0.6096691386195093,0.5586738972438083
USA.3.3_1,04005,3,1,144942.0,0.01404009879814,0.145582370879386,0.078094820618896,0.2984471,0.6759999999999999,0.1339209076000911,0.6912921462118584,0.1793,2.8912,0.3982,0.531,0.5031,0.3963,0.4636,0.4842,0.3005,0.4718,0.3768,0.5715,0,0,0.35513486133974925,0.48901882487164855,0.3799966456085425
USA.3.4_1,04007,4,2,53211.0,0.007630001315517,0.191539343368852,0.073112049494255,0.14281085,0.5564,0.0726213549414435,0.4710885539678188,0.1114,1.1088,0.634,0.3288999999999999,0.5987,0.2965,0.6432,0.329,0.5707,0.302,0.642,0.3317,0,0,0.6323920476130176,0.6283513976041073,0.6259853524906357
USA.3.5_1,04009,7,3,38145.0,0.019976405819898,0.332861449731289,0.059300699300699,0.14115688,0.4757,0.0798764469928266,0.3438629116581798,0.1806,0.8986,0.6664,0.2913,0.608,0.2946,0.6489,0.312,0.5222,0.3505,0.6829,0.2803,0,0,0.6767126756996327,0.6363377067883628,0.5717560239279924
USA.3.6_1,04011,7,3,9542.0,0.019178369314609,0.478830433871306,0.035672921009961,0.12809056,0.0,0.0348278297617207,0.2234023678611454,0.0533,0.3742,0.5925,0.3628,0.5753,0.3392,0.6016,0.3558,0.4095,0.4128,0.5921,0.3653,0,0,0.5846523996454349,0.5812179121505989,0.47391960641806896
USA.3.7_1,04012,6,3,16845.0,0.006114574057584,0.282695161769071,0.077247191011236,0.089579955,0.5658,0.0347910076066212,0.4168350063354754,0.0311,0.5906,0.6617000000000001,0.2965,0.6275,0.2758,0.6696,0.2974,0.5893,0.2591,0.6693,0.2974,0,0,0.6704444725845258,0.6636480319452367,0.6603678649298373
USA.3.8_1,04013,1,1,4367186.0,0.056245829694453,0.315259070715101,0.049708132992008,0.28014687,0.977,0.3543040429803424,0.9364526842184072,0.6685,28.7471,0.4855,0.4099,0.6011,0.3535,0.5327000000000001,0.4263,0.423,0.4213,0.5003,0.4624,1,1,0.4870837026719007,0.5894181403308614,0.4767149326326382
USA.3.9_1,04015,3,1,211274.0,0.010540814298021,0.171540274714352,0.073816596863738,0.1193167,0.7606999999999999,0.1106165611916047,0.7829343906597436,0.1283,3.3874,0.6995,0.2468,0.6598,0.2723,0.7131,0.253,0.6538,0.2186,0.7261,0.2444,0,0,0.7258452576927947,0.6891756988020536,0.7190697154357915
USA.3.10_1,04017,4,2,106609.0,0.010121096717913,0.117832453169995,0.104849762783342,0.13573605,0.3575,0.1466078849630065,0.5877885733339584,0.246,2.2078,0.512,0.4359,0.5196000000000001,0.3645,0.5304,0.4313,0.3906,0.3907,0.5252,0.4375,0,0,0.48740027858680507,0.5234597832287508,0.4757086151953933
USA.3.11_1,04019,2,1,1035063.0,0.034430754456492,0.380033872334341,0.061791426691798,0.28391373,0.9116,0.1537954687761684,0.8486534556455962,0.2216,7.1282,0.4094,0.5228999999999999,0.5601,0.3862,0.4140999999999999,0.5505,0.3649,0.498,0.4175,0.5481,0,0,0.3673546916550589,0.5368653736451797,0.40135293788785154
USA.3.12_1,04021,1,1,420625.0,0.046117087667162,0.309106686478455,0.063311989606533,0.17514139,0.7696999999999999,0.1193914208234864,0.8826769023196895,0.1316,8.4277,0.5509,0.3838999999999999,0.6235,0.3226,0.5716,0.3923999999999999,0.5101,0.3481,0.5707,0.3944,0,0,0.5449537799164239,0.6274244152880776,0.566333091071728
USA.3.13_1,04023,4,2,47463.0,0.004550913343025,0.832311484735478,0.098476024072996,0.17628373,0.4021,0.0239876037279481,0.1828860153913218,0.0215,0.1804,0.288,0.6808,0.2947,0.6148999999999999,0.2862,0.6879,0.2029,0.6704,0.2861,0.6883,0,0,0.19051538558946435,0.1845407872219053,0.2144015206574607
USA.3.14_1,04025,3,1,233789.0,0.006484479594848,0.14978463486306,0.054353147566399,0.22697513,0.6801999999999999,0.0883662232294687,0.7968572771242796,0.0919,3.5334,0.6101000000000001,0.3301,0.6215,0.3189,0.6327,0.3321,0.5834,0.2792,0.6341,0.3314,0,0,0.6164999366848171,0.6286366229321164,0.6458321686140773
USA.3.15_1,04027,3,1,202944.0,0.020655944497004,0.647469252601703,0.080295189250656,0.13146718,0.8490000000000001,0.0345514508383225,0.639146117599531,0.0326,1.4022,0.5116999999999999,0.4488,0.5723,0.3615,0.5154000000000001,0.4526,0.3795,0.4533,0.5174,0.4513,0,0,0.47904267443332904,0.5631774101540217,0.4345055067926427
